序號,測站,監測日期,監測時間,測站氣壓(hPa),溫度(℃),相對溼度(%),風向,風速(m/s),降水量(mm),日照時數(小時)
16273,花蓮,2017/01/04,23:01:00,"1,015.9",21.9,81,西南,2,0,-
16274,花蓮,2017/01/04,22:01:00,"1,016.5",22,80,西南西,1.2,0,-
16275,花蓮,2017/01/04,21:01:00,"1,016.6",22,80,西南西,1.6,0,-
16276,花蓮,2017/01/04,20:01:00,"1,016.6",22.5,73,靜風,0.2,0,-
16277,花蓮,2017/01/04,19:01:00,"1,016.2",22.2,77,西北西,0.8,0,0
16278,花蓮,2017/01/04,18:01:00,"1,015.9",23.1,74,靜風,0,0,0
16279,花蓮,2017/01/04,17:01:00,"1,015.4",23.4,73,西,0.8,0,0
16280,花蓮,2017/01/04,16:01:00,"1,014.8",23.5,70,西北,1.1,0,0
16281,花蓮,2017/01/04,15:01:00,"1,014.6",22.9,77,西北,0.5,0,0
16282,花蓮,2017/01/04,14:01:00,"1,015",22.6,81,南南東,1.3,0,0
16283,花蓮,2017/01/04,13:01:00,"1,015.5",22.6,80,南南東,2.9,0,0
16284,花蓮,2017/01/04,12:01:00,"1,016.7",22.7,82,東南,4.6,0,0
16285,花蓮,2017/01/04,11:01:00,"1,018",23.9,74,東南東,1.5,0,0.4
16286,花蓮,2017/01/04,10:01:00,"1,018.5",22.7,72,西南,2.9,0,0.1
16287,花蓮,2017/01/04,09:01:00,"1,018.6",21.3,75,西南西,2.6,0,0
16288,花蓮,2017/01/04,08:01:00,"1,018.2",20.2,77,西南西,1.5,0,0
16289,花蓮,2017/01/04,07:01:00,"1,017.4",20,80,西,1.2,0,0
16290,花蓮,2017/01/04,06:01:00,"1,017",20.1,80,西南西,1.5,0,0
16291,花蓮,2017/01/04,05:01:00,"1,016.4",20.1,81,靜風,0,0,-
16292,花蓮,2017/01/04,04:01:00,"1,016.1",20.1,84,西,1.4,0,-
16293,花蓮,2017/01/04,03:01:00,"1,016.5",20.5,83,西,1.3,0,-
16294,花蓮,2017/01/04,02:01:00,"1,016.5",20.6,83,西,1.4,0,-
16295,花蓮,2017/01/04,01:01:00,"1,017.2",20.6,85,西,1,0,-
16296,花蓮,2017/01/04,00:01:00,"1,015.4",21.7,81,西南,2.9,0,-
16297,花蓮,2017/01/03,23:01:00,"1,017.7",20.8,82,西,2.2,0,-
16298,花蓮,2017/01/03,22:01:00,"1,017.9",20.5,86,西南,2.5,0,-
16299,花蓮,2017/01/03,21:01:00,"1,018.4",21.1,83,西北西,2,0,-
16300,花蓮,2017/01/03,20:01:00,"1,018.4",21,86,西北,3.1,0,-
16301,花蓮,2017/01/03,19:01:00,"1,018.1",20.6,88,西北,2.7,0,0
16302,花蓮,2017/01/03,18:01:00,"1,017.6",20.4,89,西北,3.2,1,0
16303,花蓮,2017/01/03,17:01:00,"1,017.1",20.6,89,西北,3.2,2,0
16304,花蓮,2017/01/03,16:01:00,"1,016.5",21.3,88,西北西,3.2,0,0
16305,花蓮,2017/01/03,15:01:00,"1,016",22.3,85,西北,1.9,0,0
16306,花蓮,2017/01/03,14:01:00,"1,016.3",23.5,74,東,2,0,0
16307,花蓮,2017/01/03,13:01:00,"1,016.7",23.8,74,東,1.9,0,0.1
16308,花蓮,2017/01/03,12:01:00,"1,017.8",23.7,75,東南東,3.5,0,0.3
16309,花蓮,2017/01/03,11:01:00,"1,018.6",24.7,70,東,2.4,0,0.8
16310,花蓮,2017/01/03,10:01:00,"1,019.4",23,76,南,1,0,0
16311,花蓮,2017/01/03,09:01:00,"1,019.4",22.5,79,西南西,1.2,0,0
16312,花蓮,2017/01/03,08:01:00,"1,018.8",21.7,80,西北,1.2,0,0
16313,花蓮,2017/01/03,07:01:00,"1,018.4",20.8,82,西,0.7,0,0
16314,花蓮,2017/01/03,06:01:00,"1,017.8",20.7,83,西南西,1.1,0,0
16315,花蓮,2017/01/03,05:01:00,"1,017.3",20.8,82,西,1,0,-
16316,花蓮,2017/01/03,04:01:00,"1,016.9",21.1,81,西,1.2,0,-
16317,花蓮,2017/01/03,03:01:00,"1,017.2",20.9,81,西,0.8,0,-
16318,花蓮,2017/01/03,02:01:00,"1,017.7",20.7,82,西,1.1,0,-
16319,花蓮,2017/01/03,01:01:00,"1,017.9",20.8,82,西南西,1.3,0,-
16320,花蓮,2017/01/03,00:01:00,"1,017.4",21.1,81,西北西,1.1,0,-
16321,花蓮,2017/01/02,23:01:00,"1,018.4",21.4,77,西,3,0,-
16322,花蓮,2017/01/02,22:01:00,"1,018.7",21.4,78,西,3.7,0,-
16323,花蓮,2017/01/02,21:01:00,"1,018.6",21.8,81,西,1.4,0,-
16324,花蓮,2017/01/02,20:01:00,"1,018",22.1,83,西北西,2.2,1,-
16325,花蓮,2017/01/02,19:01:00,"1,017.8",22.5,81,靜風,0,0,0
16326,花蓮,2017/01/02,18:01:00,"1,017",23.9,70,東南東,1.6,0,0
16327,花蓮,2017/01/02,17:01:00,"1,016.5",24,68,東南東,1.3,0,0
16328,花蓮,2017/01/02,16:01:00,"1,016.2",24.7,67,東南,1.6,0,0.8
16329,花蓮,2017/01/02,15:01:00,"1,016.1",24.5,67,東南,1.5,0,0.8
16330,花蓮,2017/01/02,14:01:00,"1,016.2",25.1,67,東南,2.8,0,0.9
16331,花蓮,2017/01/02,13:01:00,"1,016.8",26.1,65,東南,3.4,0,1
16332,花蓮,2017/01/02,12:01:00,"1,017.4",25.9,60,東南,2.6,0,1
16333,花蓮,2017/01/02,11:01:00,"1,018.4",25.1,56,南,2.8,0,1
16334,花蓮,2017/01/02,10:01:00,"1,018.9",24.4,61,西南,2.9,0,1
16335,花蓮,2017/01/02,09:01:00,"1,019.1",22.3,68,西南西,3.1,0,1
16336,花蓮,2017/01/02,08:01:00,"1,018.6",19.7,78,西南,4.3,0,1
16337,花蓮,2017/01/02,07:01:00,"1,018.5",19,72,西南西,3.8,0,0.2
16338,花蓮,2017/01/02,06:01:00,"1,018",18.7,81,西南西,2.8,0,0
16339,花蓮,2017/01/02,05:01:00,"1,017.7",18.8,82,西南西,3.3,0,-
16340,花蓮,2017/01/02,04:01:00,"1,017.5",19.1,80,西南,4.6,0,-
16341,花蓮,2017/01/02,03:01:00,"1,017.6",19.6,77,西南,5.2,0,-
16342,花蓮,2017/01/02,02:01:00,"1,017.9",20.4,73,西南,4.2,0,-
16343,花蓮,2017/01/02,01:01:00,"1,018.2",20.5,73,西南,4.3,0,-
16344,花蓮,2017/01/02,00:01:00,"1,018",21.2,79,西南西,0.8,0,-
16345,花蓮,2017/01/01,23:01:00,"1,019",20.3,76,西南西,4.5,0,-
16346,花蓮,2017/01/01,22:01:00,"1,019.5",20.2,78,西南,5.2,0,-
16347,花蓮,2017/01/01,21:01:00,"1,019.5",20.3,79,西南西,4.3,0,-
16348,花蓮,2017/01/01,20:01:00,"1,019.8",20.2,80,西南西,4.7,0,-
16349,花蓮,2017/01/01,19:01:00,"1,019.3",20.6,80,西南,3.6,0,0
16350,花蓮,2017/01/01,18:01:00,"1,018.7",21.2,78,西,2.7,0,0
16351,花蓮,2017/01/01,17:01:00,"1,018.5",20.8,82,南,4.1,0,0
16352,花蓮,2017/01/01,16:01:00,"1,018.3",22.1,78,南南西,4.2,0,0
16353,花蓮,2017/01/01,15:01:00,"1,018.1",22.9,69,北,2.5,0,0
16354,花蓮,2017/01/01,14:01:00,"1,018.6",23.4,67,東,2.3,0,0.8
16355,花蓮,2017/01/01,13:01:00,"1,019.5",23.2,70,東,2.4,0,0.7
16356,花蓮,2017/01/01,12:01:00,"1,020.5",23.9,72,北北西,1.1,0,0.9
16357,花蓮,2017/01/01,11:01:00,"1,022.1",21.8,82,北北東,0.5,0,0.1
16358,花蓮,2017/01/01,10:01:00,"1,022.8",20.4,85,北,1.1,0,0
16359,花蓮,2017/01/01,09:01:00,"1,023",20.6,86,北北東,2,0,0
16360,花蓮,2017/01/01,08:01:00,"1,022.6",20.5,81,北北東,1.4,0,0
16361,花蓮,2017/01/01,07:01:00,"1,021.6",19.2,77,西南西,1.4,0,0
16362,花蓮,2017/01/01,06:01:00,"1,020.9",19.5,77,西,1.6,0,0
16363,花蓮,2017/01/01,05:01:00,"1,020.4",19,83,西南西,2.5,0,-
16364,花蓮,2017/01/01,04:01:00,"1,020.2",18.8,86,西南西,2,0,-
16365,花蓮,2017/01/01,03:01:00,"1,020.7",19.2,84,西,2.6,0,-
16366,花蓮,2017/01/01,02:01:00,"1,021.4",19,89,西北,2.9,0,-
16367,花蓮,2017/01/01,01:01:00,"1,021.9",18.9,89,北,2.4,1,-
16368,花蓮,2017/01/01,00:01:00,"1,018.4",20.5,73,西南,4.2,0,-
16369,蘇澳,2017/01/31,23:01:00,"1,019.3",15.6,96,西北西,4.9,0,-
16370,蘇澳,2017/01/31,22:01:00,"1,019.8",15.6,95,西北西,5.8,0,-
16371,蘇澳,2017/01/31,21:01:00,"1,020.1",15.6,94,西北西,5.6,0,-
16372,蘇澳,2017/01/31,20:01:00,"1,019.8",15.6,94,西北西,4.9,0,-
16373,蘇澳,2017/01/31,19:01:00,"1,019.7",15.9,94,西北西,4,0,0
16374,蘇澳,2017/01/31,18:01:00,"1,019.2",15.6,95,西北西,4.8,0,0
16375,蘇澳,2017/01/31,17:01:00,"1,018.5",15.8,91,西北西,3.5,0,0
16376,蘇澳,2017/01/31,16:01:00,"1,018.1",16.7,89,西北,2.8,0,0
16377,蘇澳,2017/01/31,15:01:00,"1,018.1",16.7,92,西北西,4.2,0,0
16378,蘇澳,2017/01/31,14:01:00,"1,018.3",16.5,94,西北西,3.9,0,0
16379,蘇澳,2017/01/31,13:01:00,"1,018.8",17.3,94,西,3.4,0,0
16380,蘇澳,2017/01/31,12:01:00,"1,020",15.8,96,西,4.1,1,0
16381,蘇澳,2017/01/31,11:01:00,"1,021.2",15.4,96,西北西,4.6,1,0
16382,蘇澳,2017/01/31,10:01:00,"1,021.7",14.7,96,西北西,5,1,0
16383,蘇澳,2017/01/31,09:01:00,"1,022.1",14.7,97,西北西,3.3,1,0
16384,蘇澳,2017/01/31,08:01:00,"1,021.9",14.4,97,西北西,3.9,1,0
16385,蘇澳,2017/01/31,07:01:00,"1,021.4",14.1,97,西北西,3.6,2,0
16386,蘇澳,2017/01/31,06:01:00,"1,021",14,97,西,4,1,0
16387,蘇澳,2017/01/31,05:01:00,"1,020.6",14,96,西,5.9,1,-
16388,蘇澳,2017/01/31,04:01:00,"1,020.6",13.9,97,西北西,4.2,1,-
16389,蘇澳,2017/01/31,03:01:00,"1,020.7",14,97,西北西,3.4,1,-
16390,蘇澳,2017/01/31,02:01:00,"1,021.2",14,97,西北西,4.1,2,-
16391,蘇澳,2017/01/31,01:01:00,"1,021.7",13.9,98,西,4.9,6,-
16392,蘇澳,2017/01/31,00:01:00,"1,019.1",15.9,96,西南西,3.2,0,-
16393,蘇澳,2017/01/30,23:01:00,"1,022.4",14.4,97,西南西,3,5,-
16394,蘇澳,2017/01/30,22:01:00,"1,022.8",14.6,97,西南,1.4,6,-
16395,蘇澳,2017/01/30,21:01:00,"1,023.1",15,97,北,3.7,4,-
16396,蘇澳,2017/01/30,20:01:00,"1,022.9",15.2,97,北北東,4,4,-
16397,蘇澳,2017/01/30,19:01:00,"1,022.1",15.5,96,北北東,4.7,3,0
16398,蘇澳,2017/01/30,18:01:00,"1,021.5",15.8,97,北,5.8,4,0
16399,蘇澳,2017/01/30,17:01:00,"1,020.8",16,94,北,3.4,5,0
16400,蘇澳,2017/01/30,16:01:00,"1,019.7",16.2,93,北,2.7,10,0
16401,蘇澳,2017/01/30,15:01:00,"1,019",16.3,93,西南,1.8,11,0
16402,蘇澳,2017/01/30,14:01:00,"1,018.9",16.8,90,風向不定,1.3,6,0
16403,蘇澳,2017/01/30,13:01:00,"1,018.9",17.4,87,北,4,1,0
16404,蘇澳,2017/01/30,12:01:00,"1,018.6",17.8,86,北,6.5,0,0
16405,蘇澳,2017/01/30,11:01:00,"1,018.8",18.9,83,東北,4.7,0,0
16406,蘇澳,2017/01/30,10:01:00,"1,019.2",20.5,82,東北,3.6,0,0.1
16407,蘇澳,2017/01/30,09:01:00,"1,018.7",21,78,東北,4.9,0,0
16408,蘇澳,2017/01/30,08:01:00,"1,017.2",20.6,80,西南西,1.6,0,0
16409,蘇澳,2017/01/30,07:01:00,"1,016.4",19.6,83,西南西,2.1,0,0
16410,蘇澳,2017/01/30,06:01:00,"1,015.6",19.6,83,西南西,3,0,0
16411,蘇澳,2017/01/30,05:01:00,"1,015.1",19.1,85,西南,2.4,0,-
16412,蘇澳,2017/01/30,04:01:00,"1,014.4",19,84,西南西,2.7,0,-
16413,蘇澳,2017/01/30,03:01:00,"1,014.5",18.8,85,西南西,2.7,0,-
16414,蘇澳,2017/01/30,02:01:00,"1,014.2",18.9,86,西南西,2.5,0,-
16415,蘇澳,2017/01/30,01:01:00,"1,014.5",19.3,84,西南西,2.7,0,-
16416,蘇澳,2017/01/30,00:01:00,"1,022.3",13.9,99,西,5.3,7,-
16417,蘇澳,2017/01/29,23:01:00,"1,015",20.3,81,西南西,1.7,0,-
16418,蘇澳,2017/01/29,22:01:00,"1,015.3",20.4,82,西南西,1.9,0,-
16419,蘇澳,2017/01/29,21:01:00,"1,015.1",21.1,80,西南西,1.5,0,-
16420,蘇澳,2017/01/29,20:01:00,"1,015.1",21.7,78,西南,1.9,0,-
16421,蘇澳,2017/01/29,19:01:00,"1,014.8",22.4,73,西南,1.3,0,0
16422,蘇澳,2017/01/29,18:01:00,"1,014.5",23.1,69,南南西,2.2,0,0
16423,蘇澳,2017/01/29,17:01:00,"1,013.8",23.8,64,南,1.5,0,0
16424,蘇澳,2017/01/29,16:01:00,"1,013.3",23.9,67,南南東,3.4,0,0
16425,蘇澳,2017/01/29,15:01:00,"1,013.4",24.1,66,南南東,4.8,0,0.6
16426,蘇澳,2017/01/29,14:01:00,"1,013.5",24.7,64,南南東,5,0,1
16427,蘇澳,2017/01/29,13:01:00,"1,014.3",24.3,63,東南,4.3,0,0.9
16428,蘇澳,2017/01/29,12:01:00,"1,015.3",24.2,65,東南,5.5,0,0.9
16429,蘇澳,2017/01/29,11:01:00,"1,016.5",24.2,59,南南東,6.4,0,1
16430,蘇澳,2017/01/29,10:01:00,"1,017.1",24,58,東南,4.8,0,1
16431,蘇澳,2017/01/29,09:01:00,"1,017.1",21.6,70,北北西,1.4,0,0.2
16432,蘇澳,2017/01/29,08:01:00,"1,016.6",19,80,西南西,1.8,0,0.9
16433,蘇澳,2017/01/29,07:01:00,"1,016.1",17,86,西,2.2,0,0.1
16434,蘇澳,2017/01/29,06:01:00,"1,015.6",16.9,85,西南西,2.4,0,0
16435,蘇澳,2017/01/29,05:01:00,"1,015.2",16.9,85,西南西,2,0,-
16436,蘇澳,2017/01/29,04:01:00,"1,014.8",17,85,西南西,2.6,0,-
16437,蘇澳,2017/01/29,03:01:00,"1,014.8",17.5,83,西南西,3,0,-
16438,蘇澳,2017/01/29,02:01:00,"1,015",17.9,82,西,1.5,0,-
16439,蘇澳,2017/01/29,01:01:00,"1,015.3",18.8,79,西南西,1.7,0,-
16440,蘇澳,2017/01/29,00:01:00,"1,014.7",19.6,85,西南西,2.2,0,-
16441,蘇澳,2017/01/28,23:01:00,"1,016",21.7,64,靜風,0.2,0,-
16442,蘇澳,2017/01/28,22:01:00,"1,016.3",21.3,70,南,0.9,0,-
16443,蘇澳,2017/01/28,21:01:00,"1,016.2",22,66,東,2.8,0,-
16444,蘇澳,2017/01/28,20:01:00,"1,016.3",21.5,66,南南西,1.7,0,-
16445,蘇澳,2017/01/28,19:01:00,"1,015.9",21.7,68,東南,3.9,0,0
16446,蘇澳,2017/01/28,18:01:00,"1,015.8",22.1,66,南南東,1.8,0,0
16447,蘇澳,2017/01/28,17:01:00,"1,015.1",22.4,63,南南東,2.8,0,0
16448,蘇澳,2017/01/28,16:01:00,"1,015",22.7,62,南南東,3.4,0,0
16449,蘇澳,2017/01/28,15:01:00,"1,014.5",22.9,61,東南,3.5,0,0.2
16450,蘇澳,2017/01/28,14:01:00,"1,015.1",23.2,60,南南東,5.3,0,0.9
16451,蘇澳,2017/01/28,13:01:00,"1,015.7",22.7,65,南南東,5.3,0,0.6
16452,蘇澳,2017/01/28,12:01:00,"1,016.5",22.8,62,東南,7.2,0,0.9
16453,蘇澳,2017/01/28,11:01:00,"1,017.3",23.2,59,南南東,4.7,0,0.9
16454,蘇澳,2017/01/28,10:01:00,"1,018.3",21.7,70,東南,4.7,0,0.8
16455,蘇澳,2017/01/28,09:01:00,"1,018.5",21.1,72,東,1.6,0,0.8
16456,蘇澳,2017/01/28,08:01:00,"1,017.9",16.4,87,西南,1.8,0,0.4
16457,蘇澳,2017/01/28,07:01:00,"1,017.9",14.9,91,西南西,2.1,0,0
16458,蘇澳,2017/01/28,06:01:00,"1,017.6",15.1,90,西南,2.3,0,0
16459,蘇澳,2017/01/28,05:01:00,"1,017.3",15.3,89,西南西,3.3,0,-
16460,蘇澳,2017/01/28,04:01:00,"1,016.9",15.6,88,西南西,2.4,0,-
16461,蘇澳,2017/01/28,03:01:00,"1,017.4",16,87,西南西,3.2,0,-
16462,蘇澳,2017/01/28,02:01:00,"1,017.9",16.3,87,西南西,2.3,0,-
16463,蘇澳,2017/01/28,01:01:00,"1,018.7",17.2,84,西南西,1.5,0,-
16464,蘇澳,2017/01/28,00:01:00,"1,015.6",21.2,63,西,2.2,0,-
16465,蘇澳,2017/01/27,23:01:00,"1,019.7",18.3,81,西南西,1.7,0,-
16466,蘇澳,2017/01/27,22:01:00,"1,020.6",19,76,西南西,1.8,0,-
16467,蘇澳,2017/01/27,21:01:00,"1,020.6",19.1,75,南南西,0.8,0,-
16468,蘇澳,2017/01/27,20:01:00,"1,020.7",19.5,72,北,2.5,0,-
16469,蘇澳,2017/01/27,19:01:00,"1,020",19.6,75,西南,0.8,0,0
16470,蘇澳,2017/01/27,18:01:00,"1,019.8",19.9,74,北,3.2,0,0
16471,蘇澳,2017/01/27,17:01:00,"1,019.2",20.7,68,西北,2,0,0
16472,蘇澳,2017/01/27,16:01:00,"1,018.7",21.1,65,北,1.6,0,0.6
16473,蘇澳,2017/01/27,15:01:00,"1,018.4",21.6,62,北北西,0.6,0,1
16474,蘇澳,2017/01/27,14:01:00,"1,019.1",21.9,59,靜風,0.1,0,0.1
16475,蘇澳,2017/01/27,13:01:00,"1,019.4",21,60,北北東,2.1,0,0.6
16476,蘇澳,2017/01/27,12:01:00,"1,020.1",21.8,59,東,2.8,0,1
16477,蘇澳,2017/01/27,11:01:00,"1,021",21.1,57,東,2,0,1
16478,蘇澳,2017/01/27,10:01:00,"1,021.8",21.4,60,北,0.5,0,0.9
16479,蘇澳,2017/01/27,09:01:00,"1,022",19.3,76,西南,1,0,1
16480,蘇澳,2017/01/27,08:01:00,"1,022",15.8,83,西南西,2.7,0,0.6
16481,蘇澳,2017/01/27,07:01:00,"1,021.7",13.7,88,西南西,3.3,0,0
16482,蘇澳,2017/01/27,06:01:00,"1,021.2",13.6,88,西南西,3.7,0,0
16483,蘇澳,2017/01/27,05:01:00,"1,020.9",13.2,89,西南西,3.6,0,-
16484,蘇澳,2017/01/27,04:01:00,"1,020.7",13.2,89,西南西,3.6,0,-
16485,蘇澳,2017/01/27,03:01:00,"1,020.6",13.3,89,西南西,3.8,0,-
16486,蘇澳,2017/01/27,02:01:00,"1,021.2",13.3,89,西南西,4,0,-
16487,蘇澳,2017/01/27,01:01:00,"1,021.2",13.5,89,西南西,3.2,0,-
16488,蘇澳,2017/01/27,00:01:00,"1,019",17.2,84,西南,1.9,0,-
16489,蘇澳,2017/01/26,23:01:00,"1,021.5",13.8,89,,3.2,0,-
16490,蘇澳,2017/01/26,22:01:00,"1,021.9",14.1,89,,2.5,0,-
16491,蘇澳,2017/01/26,21:01:00,"1,021.7",14.3,87,,2.9,0,-
16492,蘇澳,2017/01/26,20:01:00,"1,021.6",14.5,86,,3,0,-
16493,蘇澳,2017/01/26,19:01:00,"1,021.5",14.5,85,,2.2,0,0
16494,蘇澳,2017/01/26,18:01:00,"1,021.1",15.2,83,,2.5,0,0
16495,蘇澳,2017/01/26,17:01:00,"1,020.9",16.8,69,,2.2,0,0
16496,蘇澳,2017/01/26,16:01:00,"1,020.9",17.2,65,,2.8,0,0.1
16497,蘇澳,2017/01/26,15:01:00,"1,020.9",16.8,66,,3.5,0,0.3
16498,蘇澳,2017/01/26,14:01:00,"1,021.7",16.7,67,,3.7,0,0
16499,蘇澳,2017/01/26,13:01:00,"1,022.9",15.9,68,,3.5,0,0
16500,蘇澳,2017/01/26,12:01:00,"1,024",16,68,,3.5,0,0
16501,蘇澳,2017/01/26,11:01:00,"1,024.7",15.6,69,,3.9,0,0
16502,蘇澳,2017/01/26,10:01:00,"1,025.2",15.5,69,,4.7,0,0
16503,蘇澳,2017/01/26,09:01:00,"1,025.7",15,70,,4.4,0,0
16504,蘇澳,2017/01/26,08:01:00,"1,025.6",14.4,76,,4.8,0,0
16505,蘇澳,2017/01/26,07:01:00,"1,024.8",14.9,72,,4.3,0,0
16506,蘇澳,2017/01/26,06:01:00,"1,024.4",14.5,77,,4.8,0,0
16507,蘇澳,2017/01/26,05:01:00,"1,024.1",13.7,85,,5.3,0,-
16508,蘇澳,2017/01/26,04:01:00,"1,023.5",14.2,82,,2.4,0,-
16509,蘇澳,2017/01/26,03:01:00,"1,023.5",14.8,76,,3.2,0,-
16510,蘇澳,2017/01/26,02:01:00,"1,023.9",14.9,78,,3.1,0,-
16511,蘇澳,2017/01/26,01:01:00,"1,024.1",14.6,82,,3.7,0,-
16512,蘇澳,2017/01/26,00:01:00,"1,021.2",13.5,89,,2.7,0,-
16513,蘇澳,2017/01/25,23:01:00,"1,024.7",14.7,82,西南西,4.8,0,-
16514,蘇澳,2017/01/25,22:01:00,"1,024.8",14.4,84,西南西,2.7,1,-
16515,蘇澳,2017/01/25,21:01:00,"1,024.7",14.3,88,西南西,4.2,2,-
16516,蘇澳,2017/01/25,20:01:00,"1,024.6",14.6,87,西南西,2.6,1,-
16517,蘇澳,2017/01/25,19:01:00,"1,024",15.1,83,西南西,3,1,0
16518,蘇澳,2017/01/25,18:01:00,"1,023.6",15.8,81,西南西,2.8,0,0
16519,蘇澳,2017/01/25,17:01:00,"1,023.1",16,83,北,2.6,6,0
16520,蘇澳,2017/01/25,16:01:00,"1,022.7",15.8,87,西,1.8,4,0
16521,蘇澳,2017/01/25,15:01:00,"1,022.4",15.9,87,西,1.9,1,0
16522,蘇澳,2017/01/25,14:01:00,"1,022.5",16.1,85,西南西,2.5,1,0
16523,蘇澳,2017/01/25,13:01:00,"1,022.8",15.8,81,西北西,5.5,0,0
16524,蘇澳,2017/01/25,12:01:00,"1,023.5",15.7,81,西北西,5.9,0,0
16525,蘇澳,2017/01/25,11:01:00,"1,024.3",15.4,87,西北,4.4,0,0
16526,蘇澳,2017/01/25,10:01:00,"1,025",15.2,94,西北西,4.1,0,0
16527,蘇澳,2017/01/25,09:01:00,"1,025.2",15,96,西北西,5.6,0,0
16528,蘇澳,2017/01/25,08:01:00,"1,025",14,95,西,3.4,2,0
16529,蘇澳,2017/01/25,07:01:00,"1,024.8",14,92,西北西,5.6,0,0
16530,蘇澳,2017/01/25,06:01:00,"1,024.8",13.9,94,西,5.3,0,0
16531,蘇澳,2017/01/25,05:01:00,"1,024.6",14.2,96,西北西,4.2,0,-
16532,蘇澳,2017/01/25,04:01:00,"1,024.6",13.5,96,西,5.8,0,-
16533,蘇澳,2017/01/25,03:01:00,"1,025.1",13.4,97,西,4.8,1,-
16534,蘇澳,2017/01/25,02:01:00,"1,025.5",13.5,96,西,5.2,1,-
16535,蘇澳,2017/01/25,01:01:00,"1,026",13.5,97,西,5.7,3,-
16536,蘇澳,2017/01/25,00:01:00,"1,024.5",14.3,84,西,2.6,0,-
16537,蘇澳,2017/01/24,23:01:00,"1,027",13.5,97,西,5.6,2,-
16538,蘇澳,2017/01/24,22:01:00,"1,027.1",13.8,96,西,6.2,1,-
16539,蘇澳,2017/01/24,21:01:00,"1,026.9",13.9,95,西,6.8,3,-
16540,蘇澳,2017/01/24,20:01:00,"1,026.9",14.3,91,西,3.5,1,-
16541,蘇澳,2017/01/24,19:01:00,"1,026.3",14.3,91,西,5.4,1,0
16542,蘇澳,2017/01/24,18:01:00,"1,025.7",14.4,91,西,3.2,1,0
16543,蘇澳,2017/01/24,17:01:00,"1,025.2",14.4,91,西,4.8,3,0
16544,蘇澳,2017/01/24,16:01:00,"1,024.7",14.6,90,西,3.5,0,0
16545,蘇澳,2017/01/24,15:01:00,"1,024.3",14.5,91,西,4.4,1,0
16546,蘇澳,2017/01/24,14:01:00,"1,024.4",14.5,91,西,3.6,0,0
16547,蘇澳,2017/01/24,13:01:00,"1,024.6",14.5,87,西北,4.2,0,0
16548,蘇澳,2017/01/24,12:01:00,"1,025.4",15.4,89,西南,2.2,0,0
16549,蘇澳,2017/01/24,11:01:00,"1,026.5",14.5,88,西,3.7,0,0
16550,蘇澳,2017/01/24,10:01:00,"1,027",14.3,87,西,2.9,0,0
16551,蘇澳,2017/01/24,09:01:00,"1,026.8",14.6,82,西北西,4,0,0
16552,蘇澳,2017/01/24,08:01:00,"1,026.3",14.9,78,西,3.6,0,0
16553,蘇澳,2017/01/24,07:01:00,"1,025.9",13.8,85,西北西,4.8,0,0
16554,蘇澳,2017/01/24,06:01:00,"1,025.7",13.2,91,西南西,3,1,0
16555,蘇澳,2017/01/24,05:01:00,"1,025.3",13.3,88,西北西,4.4,0,-
16556,蘇澳,2017/01/24,04:01:00,"1,025.3",13.3,89,西北西,3.5,0,-
16557,蘇澳,2017/01/24,03:01:00,"1,026",12.9,92,西南西,2.4,1,-
16558,蘇澳,2017/01/24,02:01:00,"1,026.5",13,88,西南,1.6,0,-
16559,蘇澳,2017/01/24,01:01:00,"1,026.9",13.3,84,西,2.8,0,-
16560,蘇澳,2017/01/24,00:01:00,"1,026.5",13.5,97,西,5,2,-
16561,蘇澳,2017/01/23,23:01:00,"1,027.2",13.7,76,西,4.9,0,-
16562,蘇澳,2017/01/23,22:01:00,"1,027.2",13.3,79,西,4.9,0,-
16563,蘇澳,2017/01/23,21:01:00,"1,027.2",13.5,77,西,4.2,0,-
16564,蘇澳,2017/01/23,20:01:00,"1,027.2",13.6,75,西,4.8,0,-
16565,蘇澳,2017/01/23,19:01:00,"1,027.2",13.4,76,西,3.9,0,0
16566,蘇澳,2017/01/23,18:01:00,"1,027.1",13.4,76,西,3.2,0,0
16567,蘇澳,2017/01/23,17:01:00,"1,026.4",13.5,76,西,3.1,0,0
16568,蘇澳,2017/01/23,16:01:00,"1,026.1",13.5,76,西,3.9,0,0
16569,蘇澳,2017/01/23,15:01:00,"1,025.5",13.4,78,西,4.6,0,0
16570,蘇澳,2017/01/23,14:01:00,"1,025.5",13.7,76,西,3.7,0,0
16571,蘇澳,2017/01/23,13:01:00,"1,025.9",14.1,74,西,4.1,0,0
16572,蘇澳,2017/01/23,12:01:00,"1,026.7",14.4,70,西,4.4,0,0
16573,蘇澳,2017/01/23,11:01:00,"1,027.3",14.4,70,西,3.6,0,0
16574,蘇澳,2017/01/23,10:01:00,"1,028.2",14,73,西,4.7,0,0
16575,蘇澳,2017/01/23,09:01:00,"1,027.9",14.4,70,西,4.2,0,0
16576,蘇澳,2017/01/23,08:01:00,"1,027.2",14.5,68,西,4.1,0,0
16577,蘇澳,2017/01/23,07:01:00,"1,026.9",14.5,68,西,2.9,0,0
16578,蘇澳,2017/01/23,06:01:00,"1,026.3",14.4,68,西,4,0,0
16579,蘇澳,2017/01/23,05:01:00,"1,025.9",14.4,68,西,3.7,0,-
